8	82	133	33	34	172	145	198	63	19
106	129	80	98	74	151	86	71	38	160
189	108	126	141	83	52	162	46	167	85
154	66	48	55	17	1	10	149	171	191
148	90	85	111	142	89	198	12	152	46
161	193	110	105	152	23	144	148	93	130
139	159	24	169	194	112	39	29	40	45
48	10	61	187	164	3	72	113	149	17
128	24	188	39	75	29	159	112	32	53
145	13	85	12	148	155	187	92	62	123
54	19	92	187	96	2	33	104	95	134
95	199	140	28	104	112	45	32	18	183
18	45	68	32	95	28	112	117	140	104
160	73	58	143	4	151	20	51	114	50
164	34	183	54	2	72	96	92	19	37
29	32	40	18	181	128	140	68	112	45
162	108	83	52	126	175	85	132	141	6
94	25	20	47	160	58	51	49	50	151
17	66	55	10	176	47	171	154	149	20
198	173	90	148	133	172	82	177	85	111
110	178	105	152	161	167	141	93	144	148
112	179	28	95	24	45	159	140	139	68
137	78	196	163	115	69	74	71	146	38
38	97	78	195	74	163	170	103	71	102
65	27	157	18	124	7	53	29	5	188
90	142	148	111	177	192	85	12	89	173
45	18	65	32	40	157	140	5	112	95
1673.51	1680.93	2000	2027.6	2105.36	2227.22	2243.53	2251.74	2285.92	2302.03
1440.81	1488.81	1530.7	1533	1583.33	1589.77	1661.82	1750	1799.05	1835.34
1110.59	1152.73	1169.51	1181.56	1198.22	1224.72	1235.61	1248.58	1286.58	1294.27
1371.01	1459.9	1472.33	1505.93	1512.68	1517.57	1556.64	1574.51	1596.24	1606.55
1405.68	1472.08	1481.95	1593.05	1653.89	1685.72	1742.6	1759.86	1771.94	1788.08
1534.25	1578.2	1599.79	1719.39	1745.71	1757.12	1866.91	1914.19	1915.38	1929.43
1027.04	1153.32	1156.99	1222.94	1300.92	1361.49	1430.47	1481.15	1481.48	1516.03
1999.23	2177.81	2197.41	2299.34	2302.25	2321.28	2353.95	2423.33	2481.15	2496.22
1507.36	1761.46	1775.79	1784.42	1868.3	1912.67	1922.39	1965.92	1974.93	1991.01
2334.77	2340.16	2456.46	2483.39	2583.44	2599.75	2608.38	2660.54	2688.28	2706.38
1170.85	1321.66	1340.91	1355.01	1362.31	1408.78	1489.35	1501.67	1536.53	1705.69
2348.09	2433.37	2464.43	2621.14	2715.37	2778.52	2783.63	2792.36	2820.73	2829.09
1560.76	1627.71	1675.77	1712.2	1713.76	1733.26	1754.3	1763.84	1772.7	1773.41
1337.99	1399.78	1415.33	1427.43	1451.55	1478.56	1592.05	1657.56	1659.99	1662.58
899.503	1087.47	1179.9	1252.93	1308.65	1335.47	1570.89	1580.84	1593.83	1601.33
1455.23	1495.83	1673.51	1674.47	1691.04	1722.15	1912.86	1950.93	1972.34	2017.08
1426.94	1498.89	1544.72	1585.89	1637.3	1705.33	1714.76	1718.22	1723.66	1760.51
1124.41	1170.85	1222.59	1320.4	1437.27	1527.23	1565.56	1615.29	1634.79	1661.82
1180.41	1366.11	1385.77	1509.52	1513.92	1578.2	1637.21	1657.99	1662.5	1680.23
1045.83	1145.35	1254.95	1312.09	1326.28	1336.89	1343.83	1375.14	1390.88	1470.37
1265.68	1412.49	1458.29	1478.66	1501.63	1521.83	1662.81	1677.02	1677.95	1723.83
1407.28	1492.78	1498.38	1525.9	1561.05	1564.66	1585.17	1593.05	1609.27	1628.81
1614.1	1732.96	1804.63	1867.26	1872.58	1873.93	1891.69	1902.07	1907.25	1908.32
1828.16	1941.24	1954.65	1959.52	2019.68	2106.15	2130.22	2243.53	2315.6	2323.49
1323.38	1338.54	1344.43	1451.98	1528.83	1576.82	1654.8	1680.29	1724.18	1753.1
1495.68	1696.4	1726.93	1739.31	1763.14	1775.02	1810.02	1850.38	1854.71	1867.37
1709.21	1711.69	1786.88	1889.64	1964.68	1970.75	2013.04	2024.12	2025.36	2030.49
1505.82	1559.87	1717.85	1719.39	1773.44	1793.59	1848.1	1930.3	1941.69	1959.96
1287.34	1293.1	1385.09	1423.98	1565.82	1576.81	1588.09	1607.87	1693.26	1728.81
1366.11	1478.93	1528.83	1579.04	1617.68	1623.38	1652.2	1678.06	1701.49	1765.04
1252.93	1257.87	1413.06	1552.25	1563.2	1629.4	1648.67	1680.76	1696.89	1713.99
798.405	1097.24	1152.73	1248.52	1356.72	1428.43	1515.55	1517.65	1527.24	1548.87
1449.44	1513.92	1514.33	1545.7	1549.3	1561.77	1570.02	1572.3	1579.04	1603.78
1042.9	1092.73	1285.71	1306.05	1312.09	1340.93	1397.28	1424.31	1552.25	1560.25
1042.9	1175.36	1198.22	1203.63	1262.7	1303.32	1376.4	1390.88	1420.85	1538.07
1567	1689.73	1704.18	1730.82	1731.86	1775.08	1823.64	1828.33	1835.79	1839.8
2014.38	2225.92	2326.41	2339.04	2419.68	2426.87	2445.74	2449.44	2461.72	2482.4
1453.57	1498.71	1517.39	1537.91	1594.72	1625.34	1625.57	1646.15	1660.25	1708.28
807.877	967.641	1059.85	1178.03	1179.54	1254.31	1303.98	1352.85	1425.21	1429.8
1344.43	1515.21	1558.96	1654.96	1678.06	1716.26	1744.26	1747.69	1751.57	1909.15
1298.55	1461.69	1558.96	1561.77	1578.53	1584.05	1637.21	1652.2	1673.59	1724.18
1430.47	1436.02	1491.15	1498.14	1548.95	1564.26	1619.48	1645.65	1729.82	1737.86
1289.34	1495.83	1577.53	1668.95	1776.68	1842.34	1846.23	1958.22	2027.6	2242.3
1351.6	1387.46	1484.4	1534.69	1587.5	1592.05	1639.35	1717.45	1720.85	1726.82
2418.6	2444.74	2719.64	2849.84	2940.81	2976.26	3015.22	3017.14	3048.6	3140.18
1290.52	1362.9	1385.77	1412.05	1447.64	1535.9	1545.7	1565.82	1584.05	1599.79
1089.46	1209.44	1222.94	1234.36	1234.93	1333.49	1411.37	1506.51	1508.62	1535.58
1412.49	1485.23	1515.24	1563.83	1645.71	1650.62	1665.65	1692.57	1704.73	1716.95
1282.31	1328.09	1362.31	1395.14	1434.34	1512.21	1533	1557.61	1634.79	1771.5
1686.46	1726.93	1730.6	1911.85	1912.38	1930.45	1933.57	1934.33	1961.25	2016.31
1134.5	1402.78	1456.51	1521.83	1551.16	1579.78	1645.71	1657.89	1659.65	1693.33
1253.4	1265.68	1381.38	1456.51	1575.5	1605.29	1607.53	1633.11	1667.38	1668.68
1165.58	1180.65	1202.64	1209.44	1223.92	1249.67	1256.69	1300.92	1358.64	1376
1559.42	1559.87	1716.26	1826.85	1834.59	1848.97	1909.44	1928.15	1961.89	1986.87
1011.35	1145.35	1180.73	1235.61	1239.91	1246.98	1262.7	1340.93	1347.63	1368.19
1114.61	1320.4	1347.31	1355.01	1408.05	1432.8	1434.95	1483.71	1488.81	1557.61
2077.73	2088.16	2088.31	2164.27	2195.39	2197.53	2207.76	2209.29	2225.57	2230.9
1492.2	1622.52	1677.37	1784.6	1839.8	1854.82	1860.98	1891.69	1935.72	1944.8
1134.5	1204.32	1253.4	1301.41	1478.66	1566.7	1597.47	1645.63	1653.89	1667.38
1510.89	1560.48	1588.55	1600.98	1648.02	1698.57	1733.05	1759.9	1765.93	1772.57
2334.77	2463.81	2515.99	2546.45	2582.94	2601.92	2616.76	2622.54	2636.28	2640.48
1528.47	1675.43	1696.12	1728.81	1744.81	1755.89	1775.42	1776.45	1786.81	1813.09
1290.72	1337.99	1384.88	1441.93	1561.42	1591.31	1614.89	1639.35	1646.55	1687.25
1257.87	1285.71	1309.29	1420.85	1580.84	1605.08	1614.68	1646.55	1648.7	1678.05
1643.43	2010.82	2109.42	2153.17	2158.5	2166.64	2167.68	2168.08	2172.83	2193.25
1180.41	1447.64	1505.82	1534.25	1548.19	1558.39	1617.68	1652.18	1683.2	1692.23
1093.61	1114.61	1186.47	1222.59	1340.91	1440.81	1460.68	1512.21	1554.54	1581.16
1643.43	1775.57	1841.2	1860.98	1872.47	1946.25	1974.05	1982.31	1992.81	1993.04
1612.03	1662.5	1666.37	1693.26	1713.18	1722.12	1741.66	1765.04	1790.85	1792.43
1070.7	1198.82	1224.07	1262.21	1350.1	1401.59	1474.26	1530.52	1583.58	1588.55
2359.57	2413.34	2439.16	2443.6	2485.27	2486.04	2497.88	2500.77	2501.17	2515.71
1153.42	1166.14	1249.12	1257.34	1276.76	1299.3	1303.98	1328.52	1347.6	1365.67
1025.22	1304.49	1439.72	1448.98	1491.29	1559.97	1566.43	1574.51	1575.29	1597.3
1204.32	1268.81	1402.78	1481.95	1637.4	1641.28	1668.68	1677.62	1677.95	1710.81
1059.85	1110.36	1116.27	1117.22	1141.74	1145.39	1153.42	1212.14	1224.07	1278.58
1686.46	1760.07	1848.9	2037.68	2057.89	2065.65	2096.98	2149.58	2160.62	2164.18
1929.79	1948.72	1955.55	2031.36	2047.21	2048.2	2059.85	2066.41	2086.43	2088.16
1608.65	1709.21	1826.66	1872.48	1899.07	1901.17	1904.68	1947.42	1956.02	2051.37
790.221	944.887	976.564	1081.99	1130.45	1145.39	1178.03	1204.47	1262.21	1346.16
2168.66	2444.74	2485.28	2517.16	2640.68	2686.74	2702.9	2709.29	2728.86	2736.07
993.679	1220.84	1310.03	1379.99	1407.28	1437.38	1459.96	1488.54	1515.72	1598.87
1181.56	1248.52	1290.38	1346.97	1373.37	1453.43	1456.77	1503.22	1512.78	1514.44
1761.46	1776.47	1902.73	1905.25	1936.71	1955.56	1967.9	1972.43	1984.37	2000.77
922.093	1051.64	1053.55	1208.13	1256.69	1274.18	1360.75	1387.84	1481.15	1517.98
1926.47	2325.76	2401.95	2508.36	2666.2	2785.87	2877.46	2888.39	2911.9	2946.82
1281.02	1335.41	1358.64	1387.46	1399.59	1399.78	1407.34	1421.48	1447.52	1472.22
1065.13	1257.34	1310.03	1330.84	1333.57	1503.96	1534.93	1597.95	1609.27	1642.11
859.348	1027.04	1043.2	1234.36	1249.67	1308.65	1322.08	1384.44	1438.82	1478.88
2099.79	2341.68	2418.6	2464.43	2508.36	2877.89	2925.19	2994.89	2995.25	2998.56
1289.88	1336.22	1340.17	1383.25	1444.99	1577.53	1599.73	1657.37	1693.54	1722.15
1362.08	1543.16	1657.37	1680.13	1696.58	1788.73	1840.05	1974.66	2000.77	2003.85
1356.72	1367.89	1453.92	1544.92	1665.2	1689.75	1730.52	1740.01	1767.96	1770.22
1212.31	1239.91	1303.32	1326.28	1348.82	1349.75	1373.03	1392.5	1397.28	1537.91
1289.34	1332.62	1336.22	1425.15	1450.48	1455.23	1590.31	1858.19	1858.76	1919.42
1245.94	1390.5	1485.23	1495.68	1607.53	1657.89	1662.81	1667.38	1745.63	1756.69
1214.5	1311.05	1357.24	1385.09	1396.58	1498.76	1514.33	1535.9	1578.88	1612.03
1092.73	1110.59	1175.36	1180.73	1254.95	1267.99	1323.27	1392.5	1485.87	1526.55
999.925	1035.86	1179.54	1276.5	1376.34	1435.52	1485.05	1497.3	1527.41	1676.21
1252.99	1394.67	1399.79	1448.67	1459.96	1467.13	1534.93	1544.72	1561.05	1600.92
1877.52	1954.65	2077.74	2124.62	2159.46	2246.36	2250.84	2273.84	2285.92	2297.47
2113.03	2230.74	2380.09	2404.1	2479.26	2627.35	2634.34	2648.73	2671.31	2703.53
2221.19	2256.7	2261.73	2263.65	2279.59	2298.52	2312.03	2320.78	2352.06	2363.87
1266.25	1294.7	1371.88	1401.59	1420.13	1454.72	1487.65	1527.41	1648.02	1665.83
999.925	1192.37	1294.7	1428.77	1508.58	1524.36	1539.69	1608.04	1713.06	1757.62
1214.5	1307.97	1398.71	1434.84	1489.26	1532.33	1592.69	1603.78	1604.88	1607.87
1658.27	1913.64	1928.45	1932.26	1945.17	2265.53	2307.11	2329.18	2357.02	2541.34
993.679	1065.13	1118.13	1276.76	1296.26	1394.67	1438.13	1511.7	1564.66	1564.83
1340.17	1354.67	1425.15	1668.95	1691.04	1799.67	1841.6	1903.84	1974.66	1975.25
922.093	948.64	1041.63	1279.07	1315.69	1379.88	1389.5	1399.59	1517.07	1602.33
2077.74	2133.72	2385.86	2433.69	2491.36	2520.42	2525.29	2625.82	2656.67	2730.56
1282.31	1658.27	1877.91	1931.61	2033.45	2147.29	2336.31	2398.59	2463.18	2468.28
1395.05	1612.55	1680.13	1681.15	1773.41	1786.15	1795.56	1799.67	1830.73	1848.94
1201.86	1287.34	1290.52	1338.54	1396.58	1449.44	1461.69	1564.69	1594.77	1623.38
1069.29	1097.24	1224.72	1336.38	1439.72	1441.89	1453.43	1453.92	1459.9	1489.27
798.405	1069.29	1248.58	1346.97	1367.89	1470.56	1472.33	1550.87	1560.48	1575.29
856.714	976.564	1144.21	1169.51	1290.38	1350.1	1475.25	1485.87	1527.24	1538.07
2236.65	2292.55	2295.91	2381.2	2424.7	2460.75	2483.31	2495.33	2520.8	2556.08
1657.37	1722.66	1821.52	1839.53	1893.55	1914.04	1936.12	1968.74	1988.27	2038.91
1368.19	1416.53	1488.43	1587.39	1592.69	1617.87	1657.01	1658.03	1660.65	1708.44
1216.55	1237.94	1274.18	1361.49	1384.44	1430.85	1435.12	1441.7	1508.62	1579.89
1384.88	1389.45	1415.33	1422.22	1522.97	1534.69	1611.29	1611.42	1765.61	1801.35
1351.6	1522.97	1542.34	1614.89	1656.02	1662.58	1675.77	1694.73	1768.03	1787
1674.47	1680.93	1958.22	2161.93	2168.66	2176.62	2210.2	2282.18	2286.55	2401.95
1348.82	1396.54	1411.85	1466.7	1473.9	1594.72	1601.67	1624.55	1629.14	1643.55
1652.18	1793.59	1826.85	1864.04	1866.91	1994.72	2007.81	2090.42	2091.73	2124.81
2421.24	2560.57	2599.02	2607.22	2619.69	2627.67	2630.93	2640.64	2652.8	2653.65
1175.34	1202.64	1203	1208.13	1238.95	1279.07	1332.84	1333.49	1435.12	1495.79
1698.1	1755.47	1774.48	1782.11	1794.59	1798.71	1828.55	1866.17	1904	1908.86
1024.51	1654.8	1654.96	1726.54	1848.9	1892.17	1896.54	1904.49	1968.26	2001.57
1177.37	1385.68	1438.13	1474.26	1503.96	1515.72	1584.85	1680.94	1705.28	1713.18
1598.6	1649.54	1784.61	1877.52	1951.29	2002.42	2099.6	2101.24	2106.15	2106.9
899.503	1123.53	1209.66	1286.14	1322.08	1394.41	1441.7	1516.55	1554.5	1559.49
1009.38	1043.2	1089.46	1153.32	1223.92	1237.94	1238.95	1286.14	1306.18	1335.47
1389.45	1427.43	1441.93	1484.4	1565.59	1587.73	1614.67	1614.68	1688.56	1694.73
1293.1	1336.89	1347.63	1363.78	1532.33	1578.88	1591.49	1617.87	1628.69	1629.14
1909.44	1915.38	1930.3	1933.78	1964.86	1970.66	2079.7	2094.59	2128.61	2191.4
2099.79	2180.43	2348.09	2394.01	2402.38	2424.22	2424.96	2435.34	2459.69	2484.06
790.221	856.714	910.617	1070.7	1114.22	1116.27	1295.43	1326.07	1327.16	1347.6
859.348	1009.38	1123.53	1156.99	1179.9	1216.55	1234.93	1427.31	1498.14	1501.23
1231.76	1480.32	1773.44	1788.29	1795.71	1834.59	1835.63	1893.99	1902.67	1926.19
1201.86	1298.55	1311.05	1362.9	1423.98	1434.84	1512.44	1549.3	1737.98	1774.48
1000.93	1338.56	1370.62	1383.25	1389.5	1421.48	1450.48	1521.13	1546.22	1619.48
1289.88	1354.67	1395.05	1407.34	1543.16	1546.22	1584.92	1590.31	1664.87	1665.52
1323.43	1402.14	1426.94	1492.78	1592.46	1597.47	1599.77	1646.03	1653.97	1657.52
1941.24	2133.72	2135.54	2147.29	2181.23	2250.84	2251.32	2265.53	2336.11	2347.89
1087.47	1209.66	1309.29	1413.06	1438.82	1478.56	1492.93	1520.27	1561.42	1569.84
1305.33	1332.72	1346.16	1359.6	1507.72	1568.52	1581.69	1605.36	1631.39	1689.71
1893.99	2103.23	2191.74	2310.89	2314.66	2340.7	2374.59	2391.93	2422.11	2422.64
1309.74	1447.52	1549.02	1627.71	1646.45	1649.54	1664.87	1681.15	1696.58	1742.94
1321.66	1347.31	1434.34	1548.57	1554.54	1615.29	1621.9	1653.72	1711.69	1764.84
1926.47	2180.43	2341.68	2433.37	2577.48	2598	2607.93	2614.29	2643.26	2648
1313.74	1449.05	1449.34	1467.13	1472.08	1563.83	1574.65	1584.85	1602.12	1633.11
1309.74	1462.34	1598.6	1774.5	1894.67	1913.43	1916.98	1945.17	1955.79	1959.52
1548.95	1561.85	1584.92	1610.24	1629.03	1657.79	1669.59	1677.84	1708.95	1738.97
931.923	1093.61	1328.09	1434.95	1501.67	1527.23	1589.77	1621.9	1712.3	1799.69
1290.72	1422.22	1451.55	1478.88	1492.93	1605.2	1656.02	1664.27	1672.8	1680.76
2113.03	2272.84	2311.04	2330.26	2541.87	2546.54	2569.46	2574.24	2581.26	2599.92
1548.19	1608.65	1727.74	1788.31	1909.49	1967.24	1989.27	2005.73	2025.36	2047
1394.41	1593.83	1612.54	1730.1	1746.97	1782.84	1796.47	1821.36	1868.83	1891.95
1255.22	1323.38	1480.32	1515.21	1559.42	1594.77	1701.49	1717.85	1761.67	1785.3
1263.93	1381.38	1390.5	1402.14	1448.67	1449.34	1458.29	1479.18	1515.24	1551.16
1462.34	1549.02	1781.08	1784.61	1828.16	1877.91	1913.64	2036.09	2067.38	2071.2
868.255	948.64	1051.64	1175.34	1180.65	1335.41	1401.71	1408.61	1521.13	1523.02
1114.22	1117.22	1120.6	1124.81	1130.45	1131.58	1166.14	1254.31	1276.5	1332.72
1025.22	1171.59	1336.38	1397.82	1403.67	1505.93	1539.94	1548.87	1550.87	1553.83
1794.73	1850.84	1961.8	1995.99	2022.91	2045.23	2058.56	2067.38	2111.77	2118.28
1432.27	1470.37	1498.71	1529.8	1585	1601.67	1605.01	1653.18	1657.33	1736.88
1000.93	1332.62	1444.99	1468.59	1517.07	1530.9	1571.57	1648.08	1670.57	1729.82
1761.67	1939.39	2079.17	2108.9	2115.94	2117.39	2130.36	2132.35	2132.7	2136.11
1557.18	1835.63	1882.32	2009.57	2009.85	2012.06	2012.82	2042.79	2051.07	2075.74
967.641	1120.6	1141.74	1169.76	1204.47	1327.16	1328.52	1376.34	1406.82	1498.89
1408.05	1565.56	1581.16	1583.33	1602.08	1711.13	1799.69	1857.85	1917.48	2044.61
2044.65	2115.46	2221.73	2236.65	2237.12	2323.54	2325.58	2351.82	2352.87	2372.59
1507.36	1776.47	1954.39	1975.55	2031.37	2044.65	2053.09	2058.04	2062.43	2072.26
1118.13	1177.37	1220.84	1252.99	1278.58	1313.74	1333.57	1369.05	1429.8	1479.18
1249.05	1315.69	1332.84	1338.56	1360.75	1376	1408.61	1411.37	1468.59	1472.22
931.923	1186.47	1282.31	1432.8	1437.27	1530.7	1536.53	1548.57	1602.08	1630.12
1646.45	1840.05	1845.2	1879.31	1908.57	1925.06	1935.6	1976.6	2015.96	2029.28
1781.08	1914.75	1931.61	1932.26	2055.42	2130.22	2135.54	2259.1	2421.35	2463.87
1231.76	1255.22	1451.98	1557.18	1610.59	1629.48	1747.69	1832.89	1914.64	1925.22
1395.14	1408.78	1528.47	1528.85	1539.94	1556.64	1566.43	1603.79	1653.72	1701.21
1024.51	1576.82	1696.2	1744.26	1760.07	1779.11	1806.44	1811.7	1941.41	2083.95
1630.33	1731.27	1744.95	1754.3	1771.79	1772.73	1778.98	1801.52	1802.5	1818.4
1011.35	1045.83	1212.31	1228.33	1267.99	1294.27	1306.05	1307.97	1357.24	1363.78
1811.08	1856.66	1883.17	1923.3	1926.63	1942.16	1951.84	1954.14	2013.99	2082.3
1851.39	1862.82	1913.33	1954.47	1963.43	2002.78	2034.8	2048.55	2052.49	2068.19
1263.93	1268.81	1301.41	1323.43	1405.68	1449.05	1501.63	1575.5	1577.42	1579.78
1171.59	1203.63	1228.33	1246.98	1286.58	1304.49	1323.27	1349.75	1375.14	1453.57
1478.93	1572.3	1578.53	1680.23	1696.2	1726.54	1774.48	1790.85	1800.16	1854.25
868.255	1041.63	1053.55	1165.58	1203	1249.05	1281.02	1306.18	1370.62	1481.48
1245.94	1763.14	1805.51	1832.76	1834.75	1846.95	1868.12	1911.85	1932.33	2061.38
1124.41	1460.68	1483.71	1489.35	1630.12	1650.62	1711.13	1712.3	1764.84	1817.38
1945.58	2134.2	2140.62	2195.58	2208.93	2221.73	2267.76	2291.25	2312.8	2331.02
1282.31	1914.75	1928.45	2067.55	2110.87	2152.06	2196.2	2236.65	2251.32	2300.31
1564.69	1610.59	1758.3	1759.04	1808.82	1812.2	1874.77	1882.44	1902.67	1954.39
910.617	944.887	1099.66	1131.58	1144.21	1198.82	1212.14	1299.3	1305.33	1352.85
807.877	1035.86	1081.99	1099.66	1110.36	1124.81	1169.76	1192.37	1249.12	1266.25
1683.2	2027.47	2114.28	2114.72	2124.81	2177.81	2196.09	2413.22	2561.16	2570.51
1362.08	1705.21	1776.01	1830.73	1935.6	1945.58	1956.73	2024.51	2030.8	2058.04
1412.05	1509.52	1558.39	1570.02	1673.59	1727.74	1737.98	1745.71	1746.99	1839.28
